source_code_description,concept_name
" Malignant neoplasm of palate, unspecified ",Malignant tumor of palate
Malignant neoplasm of other and unspecified parts of mouth,Malignant tumor of oral cavity
Malignant neoplasm of submandibular gland,Malignant tumor of submandibular gland
Malignant neoplasm of sublingual gland,Malignant tumor of sublingual gland
Malignant neoplasm of overlapping lesion of major salivary glands,Overlapping malignant neoplasm of major salivary gland
Malignant neoplasm of vestibule of mouth,Malignant tumor of vestibule of mouth
Malignant neoplasm of tonsillar fossa,Malignant tumor of tonsillar fossa
Malignant neoplasm of posterior wall of oropharynx,Malignant tumor of posterior wall of oropharynx
Malignant neoplasm of branchial cleft,Malignant tumor of branchial cleft
Malignant neoplasm of overlapping lesion of tonsil,Overlapping malignant neoplasm of tonsil
Malignant neoplasm of overlapping lesion of oropharynx,Overlapping malignant neoplasm of oropharynx
Malignant neoplasm of anterior surface of epiglottis,Malignant neoplasm of anterior epiglottis
" Malignant neoplasm of oropharynx, unspecified ",Malignant tumor of oropharynx
Malignant neoplasm of overlapping lesion of nasopharynx,Overlapping malignant neoplasm of nasopharynx
Malignant neoplasm of pyriform sinus ,Malignant tumor of pyriform fossa
Malignant neoplasm of posterior wall of nasopharynx,Malignant tumor of posterior wall of nasopharynx
" Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect ",Malignant tumor aryepiglottic fold - hypopharyngeal aspect
Malignant neoplasm of overlapping lesion of hypopharynx,Overlapping malignant neoplasm of hypopharynx
Malignant neoplasm of anterior wall of nasopharynx,Malignant tumor of anterior wall of nasopharynx
" Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx "," Malignant neoplasm of lip, oral cavity and pharynx "
Malignant neoplasm of middle third of oesophagus,Malignant tumor of middle third of esophagus
" Malignant neoplasm of pharynx, unspecified ",Malignant tumor of pharynx
Malignant neoplasm of waldeyer s ring,Malignant tumor of Waldeyer s ring
" Malignant neoplasm of overlapping lesion of lip, oral cavity and pharynx "," Malignant neoplasm of lip, oral cavity and pharynx "
Malignant neoplasm of oesophagus,Malignant tumor of esophagus
Malignant neoplasm of cervical part of oesophagus,Malignant tumor of esophagus
Malignant neoplasm of thoracic part of oesophagus,Malignant tumor of esophagus
Malignant neoplasm of overlapping lesion of oesophagus,Overlapping malignant neoplasm of esophagus
" Malignant neoplasm of oesophagus, unspecified ",Malignant tumor of esophagus
Malignant neoplasm of fundus of stomach,Malignant tumor of fundus of stomach
Malignant neoplasm of stomach,Malignant tumor of stomach
" Malignant neoplasm of fundus of stomach, unspecified ",Malignant tumor of fundus of stomach
Malignant neoplasm of cardia,Malignant tumor of cardia
" Malignant neoplasm of body of stomach, early ",Malignant tumor of body of stomach
" Malignant neoplasm of cardia, early ",Malignant tumor of cardia
" Malignant neoplasm of body of stomach, unspecified ",Malignant tumor of body of stomach
" Malignant neoplasm of pyloric antrum, early ",Malignant tumor of pyloric antrum
" Malignant neoplasm of pylorus, early ",Malignant tumor of pylorus
" Malignant neoplasm of pylorus, unspecified ",Malignant tumor of pylorus
" Malignant neoplasm of lesser curvature of stomach, unspecified ",Malignant tumor of lesser curve of stomach
" Malignant neoplasm of overlapping lesion of stomach, unspecified ",Overlapping malignant neoplasm of stomach
" Malignant neoplasm of greater curvature of stomach, unspecified, early ",Malignant tumor of greater curve of stomach
" Malignant neoplasm of stomach, unspecified ",Malignant tumor of stomach
" Malignant neoplasm of stomach, unspecified, early ",Malignant tumor of stomach
" Malignant neoplasm of stomach, unspecified, advanced ",Malignant tumor of stomach
" Malignant neoplasm of greater curvature of stomach, unspecified, unspecified ",Malignant tumor of greater curve of stomach
Malignant neoplasm of small intestine,Malignant tumor of small intestine
Malignant neoplasm of duodenum,Malignant tumor of duodenum
" Malignant neoplasm of small intestine, unspecified ",Malignant tumor of small intestine
Malignant neoplasm of ascending colon,Malignant tumor of ascending colon
Malignant neoplasm of hepatic flexure,Malignant tumor of hepatic flexure
Malignant neoplasm of overlapping lesion of stomach,Overlapping malignant neoplasm of stomach
Malignant neoplasm of descending colon,Malignant tumor of descending colon
Malignant neoplasm of sigmoid colon,Malignant tumor of sigmoid colon
" Malignant neoplasm of overlapping lesion of stomach, advanced ",Overlapping malignant neoplasm of stomach
" Malignant neoplasm of colon, unspecified ",Malignant tumor of colon
Malignant neoplasm of rectosigmoid junction,Malignant tumor of rectosigmoid junction
Malignant neoplasm of rectum,Malignant tumor of rectum
Malignant neoplasm of anus and anal canal,Malignant tumor of anus and anal canal
" Malignant neoplasm of anus, unspecified ",Malignant tumor of anus
Malignant neoplasm of gallbladder,Malignant tumor of gallbladder
Malignant neoplasm of other and unspecified parts of biliary tract,Malignant tumor of biliary tract
Malignant neoplasm of extrahepatic bile duct,Primary malignant neoplasm of extrahepatic bile duct
" Malignant neoplasm of overlapping lesion of rectum, anus and anal canal "," Overlapping malignant neoplasm of rectum, anus and anal canal "
Malignant neoplasm of overlapping lesion of biliary tract,Overlapping malignant neoplasm of biliary tract
" Malignant neoplasm of biliary tract, unspecified ",Malignant tumor of biliary tract
Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of liver and intrahepatic bile ducts
Liver cell carcinoma,Liver cell carcinoma
Malignant neoplasm of tail of pancreas,Malignant tumor of tail of pancreas
Intrahepatic bile duct carcinoma,Intrahepatic bile duct carcinoma
Malignant neoplasm of pancreatic duct,Malignant tumor of pancreatic duct
Malignant neoplasm of endocrine pancreas,Malignant tumor of endocrine pancreas
Malignant neoplasm of other parts of pancreas,Overlapping malignant neoplasm of pancreas
Malignant neoplasm of other and ill-defined digestive organs,Malignant tumor of peritoneum
" Malignant neoplasm of intestinal tract, part unspecified ",Malignant tumor of intestine
Malignant neoplasm of spleen,Malignant tumor of spleen
Hepatoblastoma,Hepatoblastoma
Malignant neoplasm of ill-defined sites within the digestive system,Malignant tumor of peritoneum
Malignant neoplasm of nasal cavity and middle ear," Malignant neoplasm of nasal cavities, middle ear and accessory sinuses "
Malignant neoplasm of middle ear,Malignant tumor of middle ear
Angiosarcoma of liver,Angiosarcoma of liver
Malignant neoplasm of maxillary sinus,Malignant tumor of maxillary sinus
Malignant neoplasm of ethmoidal sinus,Malignant tumor of ethmoid sinus
Malignant neoplasm of sphenoidal sinus,Malignant tumor of sphenoid sinus
Malignant neoplasm of laryngeal cartilage,Malignant tumor of laryngeal cartilage
Malignant neoplasm of overlapping lesion of accessory sinuses," Malignant neoplasm, overlapping lesion of accessory sinuses "
" Malignant neoplasm of accessory sinus, unspecified ",Malignant tumor of nasal sinuses
Malignant neoplasm of supraglottis,Malignant tumor of supraglottis
Malignant neoplasm of subglottis,Malignant tumor of subglottis
Malignant neoplasm of trachea,Malignant tumor of trachea
" Malignant neoplasm of upper lobe, bronchus or lung "," Malignant neoplasm of upper lobe, bronchus or lung "
Malignant neoplasm of bronchus and lung,Primary malignant neoplasm of bronchus
" Malignant neoplasm of upper lobe, bronchus or lung, left "," Malignant neoplasm of upper lobe, bronchus or lung "
" Malignant neoplasm of upper lobe, bronchus or lung, unspecified side "," Malignant neoplasm of upper lobe, bronchus or lung "
" Malignant neoplasm of lower lobe, bronchus or lung, right "," Malignant neoplasm of lower lobe, bronchus or lung "
" Malignant neoplasm of main bronchus, right ",Malignant neoplasm of main bronchus
" Malignant neoplasm of lower lobe, bronchus or lung, left "," Malignant neoplasm of lower lobe, bronchus or lung "
Malignant neoplasm of overlapping lesion of bronchus and lung,Overlapping malignant neoplasm of bronchus and lung
" Malignant neoplasm of bronchus or lung, unspecified ",Primary malignant neoplasm of bronchus
" Malignant neoplasm of bronchus or lung, unspecified, unspecified side ",Primary malignant neoplasm of bronchus
Malignant neoplasm of thymus,Malignant tumor of thymus
" Malignant neoplasm of heart, mediastinum and pleura "," Overlapping malignant neoplasm of heart, mediastinum and pleura "
Malignant neoplasm of anterior mediastinum,Malignant neoplasm of anterior mediastinum
" Malignant neoplasm of main bronchus, unspecified side ",Malignant neoplasm of main bronchus
Malignant neoplasm of posterior mediastinum,Malignant neoplasm of posterior mediastinum
Malignant neoplasm of bone and articular cartilage of limbs,Disorder of musculoskeletal system
Malignant neoplasm of pleura,Malignant tumor of pleura
" Malignant neoplasm of overlapping lesion of heart, mediastinum and pleura "," Overlapping malignant neoplasm of heart, mediastinum and pleura "
" Malignant neoplasm of upper respiratory tract, part unspecified ",Malignant neoplasm of upper respiratory tract
Malignant neoplasm of overlapping lesion of respiratory and intrathoraic organs,Overlapping malignant neoplasm of bronchus and lung
Malignant neoplasm of craniofacial bones,Malignant neoplasm of bones of skull and face
Malignant neoplasm of mandible,Malignant neoplasm of mandible
Malignant neoplasm of vertebral column,Malignant tumor of vertebral column
" Malignant neoplasm of ribs, sternum and clavicle ",Malignant neoplasm of ribs and or sternum and or clavicle
" Malignant neoplasm of bone and articular cartilage, unspecified ",Primary malignant neoplasm of articular cartilage
Malignant melanoma of lip,Malignant melanoma of lip
" Malignant neoplasm of bone and articular cartilage of limb, unspecified ",Adamantinoma of long bone
Malignant melanoma of trunk,Malignant melanoma of trunk
" Malignant melanoma of upper limb, including shoulder ",Malignant melanoma of skin of upper limb
" Malignant melanoma of lower limb, including hip ",Malignant melanoma of skin of lower limb
Other malignant neoplasm of skin,Malignant neoplasm of skin
Malignant neoplasm of bone and articular cartilage of other and unspecified sites,Primary malignant neoplasm of articular cartilage
Malignant neoplasm of skin of lip,Basal cell carcinoma of skin of lip
" Malignant neoplasm of skin of eyelid, including canthus ",Primary malignant neoplasm of skin of eyelid
Malignant neoplasm of skin of ear and external auricular canal,Primary malignant neoplasm of skin of external auditory canal
Malignant neoplasm of overlapping lesion of skin,Overlapping malignant neoplasm of skin
Kaposi s sarcoma of soft tissue,Kaposi s sarcoma of soft tissue
Mesothelioma of pericardium,Malignant mesothelioma of pericardium
Kaposi s sarcoma of skin,Kaposi s sarcoma of skin
Kaposi s sarcoma of other sites,Kaposi s sarcoma
" Malignant neoplasm of peripheral nerves of lower limb, including hip "," Malignant neoplasm of peripheral nerves of lower limb, including hip "
Malignant neoplasm of peripheral nerves of abdomen,Malignant neoplasm of peripheral nerve of abdomen
Malignant neoplasm of overlapping lesion of peripheral nerves and autonomic nervous system,Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system
Malignant neoplasm of peripheral nerves and autonomic nervous system,Malignant neoplasm of peripheral nerves and autonomic nervous system
" Malignant neoplasm of peripheral nerves of head, face and neck "," Malignant neoplasm of peripheral nerves of head, face and neck "
Retroperitoneum,Malignant retroperitoneal tumor
Malignant neoplasm of peritoneum,Malignant neoplasm of specified parts of peritoneum
" Malignant neoplasm of peritoneum, unspecified ",Malignant tumor of peritoneum
Malignant neoplasm of other connective and soft tissue,Primary malignant neoplasm of soft tissues
Malignant neoplasm of connective and soft tissue of pelvis,Malignant neoplasm of connective and soft tissue of pelvis
" Malignant neoplasm of connective and soft tissue of head, face and neck "," Malignant neoplasm of head, neck and face "
" Malignant neoplasm of connective and soft tissue of upper limb, including shoulder ",Primary malignant neoplasm of soft tissues of upper limb
" Malignant neoplasm of connective and soft tissue of trunk, unspecified ",Primary malignant neoplasm of soft tissues of trunk
Malignant neoplasm of overlapping lesion of connective and soft tissue,Overlapping malignant neoplasm of soft tissues
Malignant neoplasm of connective and soft tissue of thorax,Malignant neoplasm of connective and soft tissue of thorax
Malignant neoplasm of connective and soft tissue of abdomen,Malignant neoplasm of connective and soft tissue of abdomen
" Malignant neoplasm of connective and soft tissue, unspecified ",Primary malignant neoplasm of soft tissues
Malignant neoplasm of connective tissue of breast,Primary malignant neoplasm of breast
Malignant neoplasm of nipple and areola,Neoplasm of breast
" Malignant neoplasm of upper-inner quadrant of breast, left ",Primary malignant neoplasm of breast upper inner quadrant
