source_code_description,concept_name
" Malignant neoplasm of major salivary gland, unspecified ",Malignant tumor of major salivary gland
Malignant neoplasm of tonsil,Malignant tumor of tonsil
" Malignant neoplasm of tonsillar pillar anterior, posterior ",Malignant tumor of tonsillar pillar
" Malignant neoplasm of tonsil, unspecified ",Malignant tumor of tonsil
Malignant neoplasm of oropharynx,Malignant tumor of oropharynx
Malignant neoplasm of vallecula,Malignant tumor of vallecula
Malignant neoplasm of lateral wall of oropharynx,Malignant neoplasm of lateral wall of oropharynx
Malignant neoplasm of nasopharynx,Malignant tumor of nasopharynx
" Malignant neoplasm of nasopharynx, unspecified ",Malignant tumor of nasopharynx
Malignant neoplasm of superior wall of nasopharynx,Malignant tumor of roof of nasopharynx
Malignant neoplasm of hypopharynx,Malignant tumor of hypopharynx
Malignant neoplasm of postcricoid region,Malignant tumor of postcricoid region
Malignant neoplasm of lateral wall of nasopharynx,Malignant tumor of lateral wall of nasopharynx
Malignant neoplasm of posterior wall of hypopharynx,Malignant tumor of posterior wall of hypopharynx
" Malignant neoplasm of hypopharynx, unspecified ",Malignant tumor of hypopharynx
Malignant neoplasm of lower third of oesophagus,Malignant tumor of lower third of esophagus
Malignant neoplasm of abdominal part of oesophagus,Malignant tumor of esophagus
Malignant neoplasm of upper third of oesophagus,Malignant tumor of upper third of esophagus
" Malignant neoplasm of fundus of stomach, early ",Malignant tumor of fundus of stomach
" Malignant neoplasm of fundus of stomach, advanced ",Malignant tumor of fundus of stomach
Malignant neoplasm of body of stomach,Malignant tumor of body of stomach
" Malignant neoplasm of body of stomach, advanced ",Malignant tumor of body of stomach
" Malignant neoplasm of cardia, advanced ",Malignant tumor of cardia
Malignant neoplasm of pyloric antrum,Malignant tumor of pyloric antrum
" Malignant neoplasm of pyloric antrum, advanced ",Malignant tumor of pyloric antrum
" Malignant neoplasm of cardia, unspecified ",Malignant tumor of cardia
" Malignant neoplasm of pyloric antrum, unspecified ",Malignant tumor of pyloric antrum
Malignant neoplasm of pylorus,Malignant tumor of pylorus
" Malignant neoplasm of lesser curvature of stomach, unspecified, advanced ",Malignant tumor of lesser curve of stomach
" Malignant neoplasm of pylorus, advanced ",Malignant tumor of pylorus
" Malignant neoplasm of lesser curvature of stomach, unspecified, unspecified ",Malignant tumor of lesser curve of stomach
" Malignant neoplasm of lesser curvature of stomach, unspecified, early ",Malignant tumor of lesser curve of stomach
" Malignant neoplasm of greater curvature of stomach, unspecified ",Malignant tumor of greater curve of stomach
" Malignant neoplasm of greater curvature of stomach, unspecified, advanced ",Malignant tumor of greater curve of stomach
" Malignant neoplasm of stomach, unspecified, unspecified ",Malignant tumor of stomach
Malignant neoplasm of jejunum,Malignant tumor of jejunum
Malignant neoplasm of ileum,Malignant tumor of ileum
Malignant neoplasm of meckel s diverticulum,Primary malignant neoplasm of Meckel s diverticulum
Malignant neoplasm of overlapping lesion of small intestine,Overlapping malignant neoplasm of small intestine
Malignant neoplasm of colon,Malignant tumor of colon
Malignant neoplasm of caecum,Malignant tumor of cecum
Malignant neoplasm of appendix,Malignant tumor of appendix
Malignant neoplasm of transverse colon,Malignant tumor of transverse colon
Malignant neoplasm of splenic flexure,Malignant tumor of splenic flexure
" Malignant neoplasm of overlapping lesion of stomach, early ",Overlapping malignant neoplasm of stomach
Malignant neoplasm of overlapping lesion of colon," Malignant neoplasm, overlapping lesion of colon "
Malignant neoplasm of anal canal,Malignant tumor of anal canal
Malignant neoplasm of cloacogenic zone,Malignant tumor of cloacogenic zone
Other specified carcinomas of liver,Primary malignant neoplasm of liver
" Malignant neoplasm of liver, unspecified ",Malignant neoplasm of liver
Malignant neoplasm of ampulla of Vater,Malignant tumor of ampulla of Vater
Malignant neoplasm of pancreas,Malignant tumor of pancreas
Malignant neoplasm of head of pancreas,Malignant tumor of head of pancreas
Malignant neoplasm of body of pancreas,Malignant tumor of body of pancreas
Malignant neoplasm of overlapping lesion of pancreas,Overlapping malignant neoplasm of pancreas
" Malignant neoplasm of pancreas, unspecified ",Malignant tumor of pancreas
Malignant neoplasm of overlapping lesion of digestive system,Neoplasm of digestive system
Malignant neoplasm of nasal cavity,Malignant tumor of nasal cavity
Malignant neoplasm of accessory sinuses,Malignant tumor of nasal sinuses
Other sarcomas of liver,Primary malignant neoplasm of liver
Malignant neoplasm of frontal sinus,Malignant tumor of frontal sinus
Malignant neoplasm of larynx,Malignant tumor of larynx
Malignant neoplasm of glottis,Malignant tumor of glottis
Malignant neoplasm of overlapping lesion of larynx,Overlapping malignant neoplasm of larynx
" Malignant neoplasm of larynx, unspecified ",Malignant tumor of larynx
" Malignant neoplasm of upper lobe, bronchus or lung, right "," Malignant neoplasm of upper lobe, bronchus or lung "
" Malignant neoplasm of middle lobe, bronchus or lung "," Malignant neoplasm of middle lobe, bronchus or lung "
Malignant neoplasm of main bronchus,Malignant neoplasm of main bronchus
" Malignant neoplasm of lower lobe, bronchus or lung "," Malignant neoplasm of lower lobe, bronchus or lung "
" Malignant neoplasm of lower lobe, bronchus or lung, unspecified side "," Malignant neoplasm of lower lobe, bronchus or lung "
" Malignant neoplasm of overlapping lesion of bronchus and lung, right ",Overlapping malignant neoplasm of bronchus and lung
" Malignant neoplasm of overlapping lesion of bronchus and lung, left ",Overlapping malignant neoplasm of bronchus and lung
" Malignant neoplasm of overlapping lesion of bronchus and lung, unspecified side ",Overlapping malignant neoplasm of bronchus and lung
" Malignant neoplasm of bronchus or lung, unspecified, right ",Primary malignant neoplasm of bronchus
" Malignant neoplasm of bronchus or lung, unspecified, left ",Primary malignant neoplasm of bronchus
" Malignant neoplasm of main bronchus, left ",Malignant neoplasm of main bronchus
Malignant neoplasm of heart,Malignant tumor of heart
" Malignant neoplasm of mediastinum, part unspecified ",Malignant tumor of mediastinum
Malignant neoplasm of scapula and long bones of upper limb,Primary malignant neoplasm of upper limb bones and scapula
Malignant neoplasm of maxillofacial bones,Malignant neoplasm of bones of skull and face
Malignant neoplasm of short bones of upper limb,Primary malignant neoplasm of bone of upper limb
" Malignant neoplasm of pelvic bones, sacrum and coccyx "," Malignant neoplasm of pelvic bones, sacrum and coccyx "
Malignant neoplasm of overlapping lesion of bone and articular cartilage,Overlapping malignant neoplasm of bone and articular cartilage
Malignant neoplasm of long bones of lower limb,Primary malignant neoplasm of long bone of lower limb
Malignant neoplasm of short bones of lower limb,Malignant neoplasm of bone of lower limb
Malignant melanoma of skin,Malignant melanoma of skin
Malignant neoplasm of overlapping lesion of bone and articular cartilage of limbes,Overlapping malignant neoplasm of bone and articular cartilage of limbs
" Malignant melanoma of eyelid, including canthus ",Malignant melanoma of skin of eyelid
Malignant melanoma of ear and external auricular canal,Malignant melanoma of ear and or external auditory canal
Malignant melanoma of other and unspecified parts of face,Malignant melanoma of skin of face
Malignant melanoma of scalp and neck,Malignant melanoma of scalp and or neck
Overlapping malignant melanoma of skin,Overlapping malignant melanoma of skin
" Malignant melanoma of skin, unspecified ",Malignant melanoma of skin
Malignant neoplasm of skin of other and unspecified parts of face,Malignant tumor of face
Malignant neoplasm of skin of scalp and neck,Malignant neoplasm of scalp and or skin of neck
Malignant neoplasm of skin of trunk,Primary malignant neoplasm of skin of trunk
Malignant neoplasm of bones of skull and face,Malignant neoplasm of bones of skull and face
" Malignant neoplasm of skin of upper limb, including shoulder ",Malignant neoplasm of skin of upper limb
" Malignant neoplasm of skin of lower limb, including hip ",Malignant neoplasm of skin of lower limb and hip
" Malignant neoplasm of skin, unspecified ",Malignant neoplasm of skin
Mesothelioma of pleura,Malignant mesothelioma of pleura
Mesothelioma of peritoneum,Mesothelioma of peritoneum
Kaposi s sarcoma of palate,Kaposi s sarcoma of palate
Mesothelioma of other sites,Primary malignant neoplasm of ill-defined site
Kaposi s sarcoma,Kaposi s sarcoma
Kaposi s sarcoma of lymph nodes,Kaposi s sarcoma of lymph nodes
Malignant neoplasm of peripheral nerves of thorax,Malignant neoplasm of peripheral nerve of thorax
Kaposi s sarcoma of multiple organs,Kaposi s sarcoma of multiple organs
Malignant neoplasm of peripheral nerves of pelvis,Malignant neoplasm of peripheral nerve of pelvis
" Mesothelioma of peripheral nerves of trunk, unspecified ",Primary malignant neoplasm of soft tissues of trunk
" Kaposi s sarcoma, unspecified ",Kaposi s sarcoma
" Peripheral nerves and autonomic nervous system, unspecified ",Malignant neoplasm of peripheral nerves and autonomic nervous system
Malignant neoplasm of retroperitoneum and peritoneum,Malignant tumor of peritoneum and retroperitoneum
" Malignant neoplasm of peripheral nerves of upper limb, including shoulder "," Malignant neoplasm of peripheral nerves of upper limb, including shoulder "
Malignant neoplasm of overlapping lesion of retroperitoneum and peritoneum,Overlapping malignant lesion of retroperitoneum and peritoneum
" Malignant neoplasm of connective and soft tissue of lower limb, including hip ",Primary malignant neoplasm of soft tissues of lower limb
Malignant neoplasm of central portion of breast,Primary malignant neoplasm of central portion of female breast
" Malignant neoplasm of central portion of breast, right ",Primary malignant neoplasm of central portion of female breast
" Malignant neoplasm of central portion of breast, left ",Primary malignant neoplasm of central portion of female breast
" Malignant neoplasm of central portion of breast, unspecified side ",Primary malignant neoplasm of central portion of female breast
Malignant neoplasm of upper-inner quadrant of breast,Primary malignant neoplasm of breast upper inner quadrant
" Malignant neoplasm of upper-inner quadrant of breast, right ",Primary malignant neoplasm of breast upper inner quadrant
Malignant neoplasm of lower-inner quadrant of breast,Malignant neoplasm of breast lower inner quadrant
" Malignant neoplasm of nipple and areola, left ",Neoplasm of breast
" Malignant neoplasm of lower-inner quadrant of breast, left ",Malignant neoplasm of breast lower inner quadrant
" Malignant neoplasm of lower-outer quadrant of breast, left ",Primary malignant neoplasm of breast lower outer quadrant
Malignant neoplasm of upper-outer quadrant of breast,Primary malignant neoplasm of breast upper outer quadrant
" Malignant neoplasm of upper-outer quadrant of breast, right ",Primary malignant neoplasm of breast upper outer quadrant
" Malignant neoplasm of lower-outer quadrant of breast, unspecified side ",Primary malignant neoplasm of breast lower outer quadrant
" Malignant neoplasm of lower-outer quadrant of breast, right ",Primary malignant neoplasm of breast lower outer quadrant
Malignant neoplasm of axillary tail of breast,Malignant neoplasm of axillary tail of breast
" Malignant neoplasm of overlapping lesion of breast, unspecified side ",Primary malignant neoplasm of female breast
Malignant neoplasm of breast unspecified,Primary malignant neoplasm of breast
" Malignant neoplasm of breast unspecified, right ",Primary malignant neoplasm of breast
Malignant neoplasm of vulva,Malignant tumor of vulva
Malignant neoplasm of labium minus,Malignant neoplasm of labia minora
Malignant neoplasm of overlapping lesion of breast,Primary malignant neoplasm of female breast
" Malignant neoplasm of overlapping lesion of breast, right ",Primary malignant neoplasm of female breast
" Malignant neoplasm of vulva, unspecified ",Malignant tumor of vulva
" Malignant neoplasm of overlapping lesion of breast, left ",Primary malignant neoplasm of female breast
Malignant neoplasm of cervix uteri,Malignant tumor of cervix
Malignant neoplasm of myometrium,Malignant neoplasm of myometrium of corpus uteri
" Malignant neoplasm of ovary, Left ",Primary malignant neoplasm of ovary
Malignant neoplasm of other and unspecified female genital organs,Malignant tumor of female genital organ
Malignant neoplasm of overlapping lesion of corpus uteri,Malignant neoplasm of overlapping lesion of corpus uteri
" Malignant neoplasm of corpus uteri, unspecified ",Malignant neoplasm of body of uterus
Malignant neoplasm of broad ligament,Primary malignant neoplasm of broad ligament
Malignant neoplasm of round ligament,Malignant neoplasm of round ligament
" Malignant neoplasm of uterus, part unspecified ",Malignant neoplasm of uterus
Malignant neoplasm of overlapping lesion of female genital organs,Overlapping malignant neoplasm of female genital organs
Malignant neoplasm of penis,Malignant tumor of penis
Malignant neoplasm of glans penis,Malignant tumor of glans penis
